d1,c1,d2,c2,d3,c3,cluster
34.0,1.13,48.0,1.42,64.0,1.5,1
34.0,1.17,48.0,1.418,64.0,1.5,1
34.0,1.05,48.0,1.45,64.0,1.6,1
34.0,1.0,48.0,1.5,64.0,1.58,1
34.0,1.03,48.0,1.55,64.0,1.58,1
44.0,0.65,27.0,0.275,64.0,1.38,1
44.0,0.637,27.0,0.28,64.0,1.366,1
44.0,0.68,27.0,0.29,64.0,1.42,1
44.0,0.677,27.0,0.293,64.0,1.45,1
44.0,0.68,27.0,0.292,64.0,1.47,1
44.0,0.675,27.0,0.293,64.0,1.475,1
44.0,0.675,27.0,0.295,64.0,1.475,1
44.0,0.675,27.0,0.3,64.0,1.473,1
44.0,0.674,27.0,0.292,64.0,1.45,1
44.0,0.6735,27.0,0.296,64.0,1.461,1
44.0,0.6735,27.0,0.296,64.0,1.461,1
7.0,1.85,23.0,0.4,64.0,1.75,2
7.0,1.8,23.0,0.44,64.0,1.72,2
64.0,1.47,7.0,1.78,48.0,0.715,1
48.0,0.733,7.0,1.65,64.0,1.426,1
7.0,1.56,48.0,0.68,64.0,1.323,2
7.0,1.785,48.0,0.693,64.0,1.5,2
7.0,1.785,48.0,0.68,64.0,1.5,2
7.0,1.78,48.0,0.715,64.0,1.47,2
7.0,1.7,48.0,0.67,64.0,1.387,2
7.0,1.66,48.0,0.67,64.0,1.31,2
34.0,1.336,48.0,0.528,64.0,1.12,1
34.0,1.343,48.0,0.528,64.0,1.12,1
7.0,1.65,48.0,0.733,64.0,1.426,2
34.0,1.33,48.0,0.51,64.0,1.1,1
34.0,1.34,48.0,0.5,64.0,1.15,1
34.0,1.345,48.0,0.49,64.0,1.13,1
34.0,1.3,48.0,0.44,64.0,1.13,1
7.0,1.56,48.0,0.68,64.0,1.323,2
32.0,0.58,7.0,0.48,64.0,1.37,1
32.0,0.5,7.0,0.45,64.0,1.41,1
32.0,0.4,7.0,0.4,64.0,1.4,1
32.0,0.47,7.0,0.44,64.0,1.405,1
32.0,0.435,7.0,0.38,64.0,1.37,1
32.0,0.472,7.0,0.42,64.0,1.45,1
32.0,0.447,7.0,0.39,64.0,1.33,1
32.0,0.45,7.0,0.38,64.0,1.33,1
32.0,0.5,7.0,0.42,64.0,1.4,1
32.0,0.505,7.0,0.428,64.0,1.42,1
32.0,0.5,7.0,0.428,64.0,1.396,1
32.0,0.525,7.0,0.454,64.0,1.368,1
32.0,0.485,34.0,0.428,64.0,1.35,1
32.0,0.5,34.0,0.435,64.0,1.378,1
32.0,0.5,34.0,0.45,64.0,1.36,1
32.0,0.49,34.0,0.45,64.0,1.373,1
32.0,0.478,34.0,0.43,64.0,1.37,1
32.0,0.48,34.0,0.44,64.0,1.372,1
32.0,0.5,34.0,0.45,64.0,1.375,1
32.0,0.51,34.0,0.455,64.0,1.38,1
32.0,0.5,34.0,0.45,64.0,1.375,1
7.0,0.47,48.0,0.6,64.0,1.9,2
7.0,0.53,48.0,0.55,64.0,1.66,2
7.0,0.61,48.0,0.632,64.0,1.91,2
7.0,0.683,48.0,0.695,64.0,2.1,2
7.0,0.47,48.0,0.68,64.0,1.9,2
7.0,0.65,48.0,0.658,64.0,2.15,2
7.0,0.54,48.0,0.57,64.0,1.78,2
34.0,0.7,48.0,0.645,64.0,2.16,1
34.0,0.56,48.0,0.51,64.0,1.69,1
7.0,0.53,48.0,0.55,64.0,1.66,2
34.0,0.71,48.0,0.647,64.0,2.22,1
32.0,0.57,44.0,0.93,64.0,1.94,1
32.0,0.287,7.0,0.49,64.0,1.37,1
32.0,0.555,44.0,0.93,64.0,1.94,1
32.0,0.56,44.0,0.93,64.0,1.965,1
32.0,0.553,44.0,0.905,64.0,1.96,1
32.0,0.554,44.0,0.908,64.0,1.95,1
32.0,0.553,44.0,0.938,64.0,1.998,1
32.0,0.554,44.0,0.93,64.0,2.0,1
32.0,0.57,44.0,0.94,64.0,1.998,1
32.0,0.565,44.0,0.938,64.0,2.06,1
32.0,0.57,44.0,0.95,64.0,2.0,1
32.0,0.455,44.0,0.77,64.0,1.65,1
32.0,0.46,44.0,0.76,64.0,1.645,1
32.0,0.565,44.0,0.938,64.0,2.06,1
34.0,0.35,48.0,0.37,64.0,0.89,1
34.0,0.3,48.0,0.4,64.0,0.97,1
34.0,0.31,48.0,0.42,64.0,1.0,1
34.0,0.305,48.0,0.45,64.0,0.9,1
34.0,0.31,48.0,0.46,64.0,0.92,1
34.0,0.31,48.0,0.5,64.0,0.92,1
34.0,0.3,48.0,0.46,64.0,0.83,1
34.0,0.37,48.0,0.39,64.0,0.88,1
34.0,0.34,48.0,0.43,64.0,0.85,1
34.0,0.314,48.0,0.44,64.0,0.83,1
34.0,0.314,48.0,0.44,64.0,0.83,1
34.0,0.56,48.0,0.55,64.0,2.6,1
34.0,0.6,48.0,0.605,64.0,2.74,1
34.0,0.59,48.0,0.6,64.0,2.82,1
34.0,0.6,48.0,0.603,64.0,2.83,1
34.0,0.6,48.0,0.6,64.0,2.8,1
34.0,0.58,48.0,0.62,64.0,2.8,1
34.0,0.58,48.0,0.62,64.0,2.76,1
34.0,0.48,48.0,0.48,64.0,2.24,1
34.0,0.47,48.0,0.49,64.0,2.22,1
34.0,0.592,48.0,0.62,64.0,2.82,1
34.0,0.477,48.0,0.48,64.0,2.23,1
34.0,0.48,48.0,0.483,64.0,2.235,1
34.0,0.623,48.0,0.605,64.0,2.8,1
34.0,0.518,48.0,0.508,64.0,2.2,1
34.0,0.625,48.0,0.61,64.0,2.8,1
34.0,0.53,48.0,0.52,64.0,2.16,1
34.0,0.58,48.0,0.6,64.0,2.85,1
34.0,0.5,48.0,0.53,64.0,2.2,1
34.0,0.58,48.0,0.62,64.0,2.85,1
34.0,0.5,48.0,0.58,64.0,2.2,1
34.0,0.58,48.0,0.64,64.0,2.9,1
34.0,0.475,48.0,0.58,64.0,2.3,1
34.0,0.48,48.0,0.57,64.0,2.35,1
34.0,0.61,48.0,0.635,64.0,2.85,1
34.0,0.46,48.0,0.58,64.0,2.3,1
34.0,0.6,48.0,0.635,64.0,2.87,1
34.0,0.57,48.0,0.64,64.0,2.85,1
34.0,0.463,48.0,0.58,64.0,2.3,1
34.0,0.53,48.0,0.65,64.0,2.85,1
34.0,0.5,48.0,0.66,64.0,2.87,1
34.0,0.457,48.0,0.58,64.0,2.32,1
34.0,0.55,48.0,0.65,64.0,2.85,1
34.0,0.46,48.0,0.58,64.0,2.32,1
34.0,0.56,48.0,0.66,64.0,2.85,1
34.0,0.565,48.0,0.67,64.0,2.85,1
34.0,0.465,48.0,0.6,64.0,2.32,1
34.0,0.47,48.0,0.53,64.0,2.15,1
34.0,0.59,48.0,0.633,64.0,2.9,1
34.0,0.47,48.0,0.528,64.0,2.148,1
34.0,0.583,48.0,0.64,64.0,2.84,1
34.0,0.593,48.0,0.639,64.0,2.81,1
34.0,0.47,48.0,0.52,64.0,2.1,1
34.0,0.593,48.0,0.63,64.0,2.84,1
34.0,0.62,48.0,0.6,64.0,2.85,1
34.0,0.63,48.0,0.6,64.0,2.84,1
34.0,0.626,48.0,0.61,64.0,2.8,1
34.0,0.48,48.0,0.5,64.0,2.0,1
34.0,0.626,48.0,0.613,64.0,2.87,1
34.0,0.48,48.0,0.49,64.0,2.05,1
34.0,0.63,48.0,0.61,64.0,2.854,1
34.0,0.61,48.0,0.59,64.0,2.8,1
34.0,0.633,48.0,0.6,64.0,2.85,1
34.0,0.628,48.0,0.58,64.0,2.848,1
34.0,0.613,48.0,0.611,64.0,2.8,1
32.0,0.73,27.0,0.21,64.0,3.0,1
32.0,0.75,27.0,0.25,64.0,3.0,1
32.0,0.75,27.0,0.247,64.0,3.0,1
32.0,0.745,27.0,0.245,64.0,3.0,1
32.0,0.74,27.0,0.247,64.0,3.0,1
32.0,0.743,27.0,0.246,64.0,3.0,1
32.0,0.74,27.0,0.249,64.0,3.0,1
32.0,0.741,27.0,0.25,64.0,3.0,1
27.0,0.25,32.0,0.741,64.0,3.0,1
52.0,0.36,58.0,0.63,64.0,3.4,1
52.0,0.355,58.0,0.64,64.0,3.4,1
52.0,0.35,58.0,0.6,64.0,3.45,1
52.0,0.356,58.0,0.605,64.0,3.46,1
52.0,0.25,58.0,0.8,64.0,3.0,1
52.0,0.28,58.0,0.88,64.0,2.75,1
52.0,0.3,58.0,0.84,64.0,2.75,1
52.0,0.26,58.0,0.96,64.0,2.8,1
52.0,0.25,58.0,0.9,64.0,2.75,1
52.0,0.3,58.0,0.83,64.0,2.8,1
52.0,0.35,58.0,0.86,64.0,2.75,1
52.0,0.39,58.0,0.87,64.0,2.7,1
52.0,0.28,58.0,0.78,64.0,2.14,1
52.0,0.33,58.0,0.87,64.0,2.75,1
52.0,0.37,58.0,0.86,64.0,2.73,1
52.0,0.3,58.0,0.72,64.0,2.1,1
52.0,0.4,58.0,0.8,64.0,2.75,1
52.0,0.45,58.0,0.75,64.0,2.78,1
52.0,0.38,58.0,0.7,64.0,2.05,1
52.0,0.27,58.0,0.85,64.0,2.88,1
52.0,0.25,58.0,0.9,64.0,2.85,1
52.0,0.3,58.0,0.83,64.0,2.85,1
52.0,0.34,58.0,0.8,64.0,2.84,1
52.0,0.42,58.0,0.7,64.0,2.8,1
52.0,0.5,58.0,0.7,64.0,2.76,1
52.0,0.43,58.0,0.6,64.0,2.8,1
52.0,0.48,58.0,0.57,64.0,2.78,1
52.0,0.48,58.0,0.5,64.0,2.8,1
52.0,0.5,58.0,0.45,64.0,2.85,1
52.0,0.7325,35.0,0.2015,64.0,3.0,1
52.0,0.26,35.0,0.54,64.0,3.0,1
52.0,0.265,35.0,0.53,64.0,3.0,1
52.0,0.25,58.0,0.58,64.0,3.0,1
52.0,0.262,58.0,0.6,64.0,2.9,1
52.0,0.26,58.0,0.57,64.0,3.0,1
52.0,0.27,58.0,0.55,64.0,3.0,1
52.0,0.27,58.0,0.55,64.0,3.0,1
52.0,0.265,35.0,0.55,64.0,3.0,1
52.0,0.265,35.0,0.615,64.0,3.0,1
52.0,0.27,35.0,0.61,64.0,3.0,1
52.0,0.273,35.0,0.612,64.0,3.0,1
52.0,0.255,35.0,0.6,64.0,3.0,1
52.0,0.262,35.0,0.613,64.0,3.0,1
52.0,0.258,35.0,0.606,64.0,3.0,1
52.0,0.208,35.0,0.48,64.0,2.4,1
52.0,0.203,35.0,0.488,64.0,2.4,1
52.0,0.253,35.0,0.605,64.0,3.0,1
52.0,0.2615,35.0,0.608,64.0,3.0,1
52.0,0.214,35.0,0.45,64.0,2.4,1
52.0,0.203,35.0,0.475,64.0,2.4,1
52.0,0.26,35.0,0.605,64.0,3.0,1
52.0,0.265,35.0,0.608,64.0,3.0,1
52.0,0.223,35.0,0.45,64.0,2.4,1
52.0,0.27,35.0,0.61,64.0,3.0,1
52.0,0.23,35.0,0.462,64.0,2.4,1
52.0,0.271,35.0,0.605,64.0,3.0,1
52.0,0.25,35.0,0.462,64.0,2.4,1
52.0,0.278,35.0,0.6,64.0,3.0,1
52.0,0.28,35.0,0.45,64.0,2.4,1
52.0,0.3,35.0,0.45,64.0,2.4,1
52.0,0.295,35.0,0.61,64.0,3.0,1
34.0,0.66,48.0,0.43,64.0,2.06,1
34.0,0.69,48.0,0.425,64.0,2.0,1
34.0,0.65,48.0,0.423,64.0,2.0,1
34.0,0.61,48.0,0.41,64.0,1.96,1
34.0,0.6,48.0,0.468,64.0,2.118,1
34.0,0.61,48.0,0.47,64.0,2.13,1
8.0,0.52,48.0,0.49,64.0,2.4,2
8.0,0.52,48.0,0.48,64.0,2.41,2
8.0,0.53,48.0,0.483,64.0,2.4,2
8.0,0.52,48.0,0.485,64.0,2.41,2
8.0,0.5,48.0,0.49,64.0,2.43,2
8.0,0.49,48.0,0.5,64.0,2.45,2
8.0,0.52,48.0,0.485,64.0,2.43,2
8.0,0.52,48.0,0.483,64.0,2.45,2
8.0,0.45,48.0,0.45,64.0,2.2,2
8.0,0.44,48.0,0.44,64.0,2.2,2
8.0,0.47,48.0,0.46,64.0,2.3,2
8.0,0.5,48.0,0.46,64.0,2.35,2
8.0,0.51,48.0,0.53,64.0,2.3,2
8.0,0.485,48.0,0.5,64.0,2.25,2
8.0,0.53,48.0,0.5,64.0,2.3,2
8.0,0.53,48.0,0.47,64.0,2.3,2
8.0,0.55,48.0,0.475,64.0,2.25,2
8.0,0.495,48.0,0.53,64.0,2.475,2
