d1,c1,d2,c2,d3,c3,cluster
16.0,0.0136,50.0,0.039,71.0,0.0,2
16.0,0.0133,50.0,0.038,71.0,0.0,2
16.0,0.014,50.0,0.04,71.0,0.0,2
3.0,0.035,4.0,0.09,71.0,0.0,2
4.0,0.017,5.0,0.01,71.0,0.0,2
4.0,0.016,5.0,0.009,71.0,0.0,2
4.0,0.012,5.0,0.068,71.0,0.0,2
4.0,0.012,5.0,0.068,71.0,0.0,2
3.0,0.006,4.0,0.0038,5.0,0.0102,1
3.0,0.006,4.0,0.0038,5.0,0.0102,1
3.0,0.0125,4.0,0.022,5.0,0.017,1
3.0,0.012,4.0,0.021,5.0,0.015,1
39.0,0.58,71.0,0.0,71.0,0.0,2
39.0,0.65,71.0,0.0,71.0,0.0,2
39.0,0.4,71.0,0.0,71.0,0.0,2
39.0,0.34,71.0,0.0,71.0,0.0,2
39.0,0.36,71.0,0.0,71.0,0.0,2
39.0,0.65,71.0,0.0,71.0,0.0,2
39.0,0.65,71.0,0.0,71.0,0.0,2
39.0,0.675,71.0,0.0,71.0,0.0,2
39.0,0.675,71.0,0.0,71.0,0.0,2
39.0,0.63,71.0,0.0,71.0,0.0,2
39.0,0.63,71.0,0.0,71.0,0.0,2
39.0,0.837,71.0,0.0,71.0,0.0,2
39.0,0.837,71.0,0.0,71.0,0.0,2
39.0,0.5,71.0,0.0,71.0,0.0,2
39.0,0.5,71.0,0.0,71.0,0.0,2
39.0,0.58,71.0,0.0,71.0,0.0,2
39.0,0.58,71.0,0.0,71.0,0.0,2
39.0,0.48,71.0,0.0,71.0,0.0,2
39.0,0.48,71.0,0.0,71.0,0.0,2
39.0,0.465,71.0,0.0,71.0,0.0,2
39.0,0.465,71.0,0.0,71.0,0.0,2
39.0,0.5,71.0,0.0,71.0,0.0,2
39.0,0.5,71.0,0.0,71.0,0.0,2
39.0,0.53,71.0,0.0,71.0,0.0,2
39.0,0.53,71.0,0.0,71.0,0.0,2
40.0,0.3,71.0,0.0,71.0,0.0,2
40.0,0.3,71.0,0.0,71.0,0.0,2
40.0,0.32,71.0,0.0,71.0,0.0,2
40.0,0.32,71.0,0.0,71.0,0.0,2
40.0,0.33,71.0,0.0,71.0,0.0,2
40.0,0.33,71.0,0.0,71.0,0.0,2
3.0,0.0089,4.0,0.0176,5.0,0.012,1
3.0,0.0103,4.0,0.021,5.0,0.0205,1
3.0,0.0103,4.0,0.021,5.0,0.0205,1
3.0,0.0117,4.0,0.0247,5.0,0.0205,1
3.0,0.0117,4.0,0.0247,5.0,0.0205,1
4.0,0.027,5.0,0.0012,71.0,0.0,2
4.0,0.027,5.0,0.0012,71.0,0.0,2
39.0,0.57,71.0,0.0,71.0,0.0,2
39.0,0.57,71.0,0.0,71.0,0.0,2
16.0,0.0031,29.0,0.025,71.0,0.0,2
16.0,0.0031,29.0,0.025,71.0,0.0,2
31.0,0.0188,33.0,0.009,71.0,0.0,2
31.0,0.0188,33.0,0.009,71.0,0.0,2
31.0,0.019,33.0,0.0095,71.0,0.0,2
31.0,0.019,33.0,0.0095,71.0,0.0,2
31.0,0.0186,33.0,0.0087,71.0,0.0,2
31.0,0.0186,33.0,0.0087,71.0,0.0,2
31.0,0.0186,33.0,0.0086,71.0,0.0,2
31.0,0.0186,33.0,0.0086,71.0,0.0,2
29.0,0.01,31.0,0.004,71.0,0.0,2
29.0,0.01,31.0,0.004,71.0,0.0,2
29.0,0.01,31.0,0.0045,71.0,0.0,2
29.0,0.01,31.0,0.0045,71.0,0.0,2
29.0,0.01,31.0,0.0047,71.0,0.0,2
29.0,0.01,31.0,0.0047,71.0,0.0,2
3.0,0.0067,4.0,0.013,5.0,0.01,1
3.0,0.0067,4.0,0.013,5.0,0.01,1
3.0,0.0065,4.0,0.0127,5.0,0.0096,1
3.0,0.0065,4.0,0.0127,5.0,0.0096,1
3.0,0.0092,4.0,0.0048,5.0,0.0155,1
3.0,0.0092,4.0,0.0048,5.0,0.0155,1
31.0,0.025,33.0,0.0124,71.0,0.0,2
31.0,0.025,33.0,0.0124,71.0,0.0,2
33.0,0.012,31.0,0.0273,71.0,0.0,2
33.0,0.012,31.0,0.0273,71.0,0.0,2
31.0,0.0247,33.0,0.012,71.0,0.0,2
31.0,0.0247,33.0,0.012,71.0,0.0,2
31.0,0.0248,33.0,0.0125,71.0,0.0,2
31.0,0.0248,33.0,0.0125,71.0,0.0,2
31.0,0.027,33.0,0.0128,71.0,0.0,2
31.0,0.027,33.0,0.0128,71.0,0.0,2
31.0,0.025,33.0,0.012,71.0,0.0,2
31.0,0.025,33.0,0.012,71.0,0.0,2
31.0,0.0256,33.0,0.0122,71.0,0.0,2
31.0,0.0256,33.0,0.0122,71.0,0.0,2
31.0,0.0265,33.0,0.0125,71.0,0.0,2
31.0,0.0265,33.0,0.0125,71.0,0.0,2
39.0,0.36,71.0,0.0,71.0,0.0,2
39.0,0.36,71.0,0.0,71.0,0.0,2
39.0,0.32,71.0,0.0,71.0,0.0,2
39.0,0.32,71.0,0.0,71.0,0.0,2
3.0,0.0093,4.0,0.0145,5.0,0.0305,1
3.0,0.0093,4.0,0.0145,5.0,0.0305,1
4.0,0.0265,5.0,0.023,71.0,0.0,2
4.0,0.0265,5.0,0.023,71.0,0.0,2
4.0,0.027,5.0,0.023,71.0,0.0,2
4.0,0.027,5.0,0.023,71.0,0.0,2
4.0,0.026,5.0,0.023,71.0,0.0,2
4.0,0.026,5.0,0.023,71.0,0.0,2
4.0,0.0162,5.0,0.016,71.0,0.0,2
4.0,0.0162,5.0,0.016,71.0,0.0,2
4.0,0.016,5.0,0.0152,71.0,0.0,2
4.0,0.016,5.0,0.0152,71.0,0.0,2
4.0,0.024,5.0,0.017,71.0,0.0,2
4.0,0.024,5.0,0.017,71.0,0.0,2
4.0,0.023,5.0,0.016,71.0,0.0,2
