d1,c1,d2,c2,d3,c3,cluster
31.0,0.025,48.0,0.45,71.0,0.0,1
31.0,0.025,48.0,0.45,71.0,0.0,1
47.0,2.55,48.0,1.36,55.0,0.39,1
47.0,2.55,48.0,1.36,55.0,0.39,1
31.0,0.025,48.0,0.45,71.0,0.0,1
31.0,0.025,48.0,0.45,71.0,0.0,1
31.0,0.025,48.0,0.45,71.0,0.0,1
31.0,0.025,48.0,0.45,71.0,0.0,1
21.0,0.029,31.0,0.0483,7.0,0.45,2
21.0,0.0245,31.0,0.0375,9.0,0.44,2
7.0,1.31,54.0,0.8,31.0,0.0868,1
32.0,0.34,50.0,1.3,31.0,0.043,1
32.0,0.335,50.0,1.31,13.0,0.041,1
31.0,0.026,7.0,1.185,50.0,1.98,2
32.0,1.0,42.0,0.6,52.0,0.41,1
7.0,2.6,52.0,0.15,31.0,0.006,1
7.0,2.6,52.0,0.15,31.0,0.01,1
32.0,1.215,42.0,0.7,52.0,0.475,1
32.0,1.15,42.0,0.648,52.0,0.5,1
32.0,0.778,7.0,0.57,31.0,0.061,2
32.0,0.76,7.0,0.62,31.0,0.061,2
32.0,0.733,7.0,0.59,31.0,0.059,2
32.0,0.696,7.0,0.547,31.0,0.056,2
32.0,0.36,42.0,0.8,31.0,0.08,1
32.0,0.56,42.0,0.7,31.0,0.093,1
32.0,0.6,42.0,0.67,31.0,0.093,1
32.0,0.67,42.0,0.611,31.0,0.08,1
32.0,0.6,42.0,0.542,31.0,0.072,1
32.0,0.567,42.0,0.489,31.0,0.067,1
32.0,0.57,42.0,0.542,31.0,0.072,1
32.0,0.56,42.0,0.474,31.0,0.072,1
32.0,0.556,42.0,0.479,31.0,0.073,1
32.0,0.564,42.0,0.54,31.0,0.071,1
32.0,0.56,42.0,0.547,31.0,0.07,1
32.0,0.55,42.0,0.54,31.0,0.073,1
32.0,0.8,7.0,0.58,31.0,0.063,2
32.0,0.46,42.0,0.52,31.0,0.068,1
32.0,0.46,42.0,0.522,31.0,0.069,1
32.0,0.456,42.0,0.535,31.0,0.067,1
32.0,0.45,42.0,0.538,31.0,0.065,1
32.0,0.775,7.0,0.56,31.0,0.06,2
32.0,0.442,42.0,0.528,31.0,0.0685,1
32.0,0.445,42.0,0.528,31.0,0.069,1
32.0,0.442,42.0,0.528,31.0,0.0685,1
32.0,1.4,7.0,0.79,31.0,0.1,2
32.0,0.92,7.0,0.52,31.0,0.076,2
32.0,1.1,7.0,0.65,31.0,0.083,2
32.0,1.1,7.0,0.68,31.0,0.084,2
32.0,1.05,7.0,0.695,31.0,0.085,2
32.0,1.0,7.0,0.7,31.0,0.085,2
32.0,0.97,7.0,0.76,31.0,0.083,2
32.0,0.92,7.0,0.696,31.0,0.076,2
32.0,0.895,7.0,0.696,31.0,0.077,2
32.0,0.9,7.0,0.71,31.0,0.078,2
32.0,0.355,42.0,0.721,31.0,0.09,1
32.0,0.38,42.0,0.74,31.0,0.08,1
32.0,0.37,42.0,0.633,31.0,0.085,1
32.0,0.38,42.0,0.63,31.0,0.08,1
32.0,0.4,42.0,0.64,31.0,0.082,1
32.0,0.44,42.0,0.61,31.0,0.077,1
32.0,0.45,42.0,0.6,31.0,0.078,1
32.0,0.44,42.0,0.58,31.0,0.075,1
32.0,0.45,42.0,0.56,31.0,0.076,1
32.0,0.44,42.0,0.557,31.0,0.075,1
32.0,0.453,42.0,0.56,31.0,0.076,1
32.0,0.453,42.0,0.56,31.0,0.076,1
32.0,0.518,42.0,0.643,31.0,0.0875,1
32.0,0.5,42.0,0.62,31.0,0.0835,1
32.0,0.532,42.0,0.62,31.0,0.088,1
32.0,0.527,42.0,0.647,31.0,0.087,1
32.0,0.532,42.0,0.62,31.0,0.086,1
16.0,0.185,23.0,0.43,31.0,0.0235,2
16.0,0.19,23.0,0.45,31.0,0.0245,2
16.0,0.175,23.0,0.427,31.0,0.0252,2
7.0,1.3,52.0,1.168,31.0,0.068,1
16.0,0.245,17.0,0.425,31.0,0.042,2
34.0,0.983,52.0,0.85,31.0,0.037,1
34.0,0.983,52.0,0.8,31.0,0.037,1
34.0,0.983,52.0,0.75,31.0,0.037,1
34.0,0.983,52.0,0.77,31.0,0.04,1
7.0,0.78,50.0,1.1,48.0,1.05,1
7.0,0.78,50.0,1.01,48.0,1.0,1
7.0,0.77,50.0,1.0,48.0,1.03,1
7.0,0.795,50.0,1.01,48.0,1.0,1
7.0,0.788,50.0,1.0,48.0,1.02,1
7.0,0.815,50.0,0.93,48.0,1.03,1
34.0,1.075,50.0,1.03,48.0,1.227,1
34.0,1.1,50.0,1.1,48.0,1.23,1
34.0,0.88,50.0,0.875,48.0,0.984,1
34.0,1.0,50.0,1.0,48.0,1.27,1
34.0,1.13,50.0,1.1,48.0,1.23,1
44.0,2.5,52.0,0.15,31.0,0.03,1
7.0,1.0,54.0,0.59,31.0,0.047,1
44.0,2.45,52.0,0.145,31.0,0.028,1
7.0,1.04,54.0,0.605,31.0,0.046,1
34.0,1.2,54.0,0.62,31.0,0.046,1
34.0,1.2,54.0,0.61,31.0,0.046,1
34.0,1.2,54.0,0.605,31.0,0.046,1
34.0,1.26,54.0,0.62,31.0,0.048,1
34.0,1.263,54.0,0.61,31.0,0.049,1
34.0,1.263,54.0,0.592,31.0,0.048,1
34.0,1.24,54.0,0.6,31.0,0.048,1
34.0,1.263,54.0,0.6,31.0,0.049,1
34.0,1.263,54.0,0.61,31.0,0.049,1
44.0,2.9,52.0,0.21,31.0,0.053,1
44.0,2.75,52.0,0.2,31.0,0.05,1
44.0,2.58,52.0,0.2,31.0,0.047,1
44.0,2.58,52.0,0.2,31.0,0.042,1
44.0,2.6,52.0,0.205,31.0,0.043,1
44.0,2.58,52.0,0.198,31.0,0.0407,1
44.0,2.59,52.0,0.196,31.0,0.041,1
44.0,2.63,52.0,0.194,31.0,0.036,1
44.0,2.12,52.0,0.158,31.0,0.032,1
44.0,2.1,52.0,0.159,31.0,0.03,1
44.0,2.18,52.0,0.163,31.0,0.03,1
44.0,2.14,52.0,0.162,31.0,0.027,1
44.0,2.57,52.0,0.187,31.0,0.033,1
44.0,2.0,52.0,0.157,31.0,0.028,1
44.0,2.0,52.0,0.15,31.0,0.029,1
44.0,2.55,52.0,0.187,31.0,0.033,1
44.0,2.0,52.0,0.17,31.0,0.022,1
44.0,2.0,52.0,0.175,31.0,0.024,1
44.0,2.55,52.0,0.178,31.0,0.032,1
44.0,2.0,52.0,0.162,31.0,0.021,1
44.0,1.98,52.0,0.153,31.0,0.02,1
44.0,2.5,52.0,0.165,31.0,0.0396,1
44.0,2.53,52.0,0.17,31.0,0.04,1
44.0,2.0,52.0,0.15,31.0,0.025,1
44.0,2.55,52.0,0.15,31.0,0.03,1
44.0,2.0,52.0,0.14,31.0,0.028,1
44.0,1.95,52.0,0.14,31.0,0.027,1
44.0,2.0,52.0,0.15,31.0,0.026,1
44.0,2.0,52.0,0.16,31.0,0.0265,1
8.0,1.34,52.0,0.34,31.0,0.015,1
8.0,1.25,52.0,0.28,31.0,0.023,1
8.0,1.08,52.0,0.26,31.0,0.035,1
8.0,1.1,52.0,0.27,31.0,0.03,1
8.0,1.17,52.0,0.29,31.0,0.034,1
8.0,1.236,52.0,0.294,31.0,0.033,1
8.0,1.243,52.0,0.29,31.0,0.035,1
8.0,1.25,52.0,0.29,31.0,0.034,1
44.0,2.5,52.0,0.196,31.0,0.038,1
44.0,2.6,52.0,0.2,31.0,0.035,1
44.0,2.6,52.0,0.193,31.0,0.035,1
44.0,2.63,52.0,0.19,31.0,0.033,1
44.0,2.68,52.0,0.183,31.0,0.03,1
44.0,2.62,52.0,0.175,31.0,0.032,1
44.0,2.65,52.0,0.17,31.0,0.034,1
44.0,2.6,52.0,0.17,31.0,0.032,1
44.0,2.0,52.0,0.13,31.0,0.028,1
44.0,1.9,52.0,0.124,31.0,0.027,1
44.0,2.0,52.0,0.135,31.0,0.026,1
44.0,1.9,52.0,0.132,31.0,0.026,1
44.0,2.0,52.0,0.128,31.0,0.026,1
17.0,0.44,23.0,0.011,31.0,0.075,2
17.0,0.46,23.0,0.012,31.0,0.078,2
17.0,0.46,23.0,0.01,31.0,0.081,2
17.0,0.475,23.0,0.011,31.0,0.084,2
17.0,0.46,23.0,0.011,31.0,0.084,2
