d1,c1,d2,c2,d3,c3,cluster
55.0,0.262,29.0,0.0045,71.0,0.0,1
3.0,0.0165,4.0,0.0086,5.0,0.063,2
3.0,0.0165,4.0,0.0086,5.0,0.0645,2
66.0,0.08,33.0,0.0265,71.0,0.0,1
66.0,0.095,33.0,0.028,71.0,0.0,1
66.0,0.1,33.0,0.026,71.0,0.0,1
29.0,0.375,66.0,0.88,71.0,0.0,1
29.0,0.375,66.0,0.875,71.0,0.0,1
29.0,0.39,66.0,0.87,71.0,0.0,1
3.0,0.013,4.0,0.0074,5.0,0.0535,2
3.0,0.013,4.0,0.0074,5.0,0.0535,2
17.0,0.058,21.0,0.026,31.0,0.057,1
17.0,0.056,21.0,0.025,31.0,0.055,1
17.0,0.053,21.0,0.0236,31.0,0.049,1
17.0,0.0495,21.0,0.0225,31.0,0.048,1
17.0,0.0665,21.0,0.0277,31.0,0.068,1
17.0,0.0665,21.0,0.0277,31.0,0.068,1
17.0,0.0415,21.0,0.0186,31.0,0.038,1
17.0,0.0415,21.0,0.0186,31.0,0.038,1
17.0,0.0415,21.0,0.0185,31.0,0.0375,1
17.0,0.0415,21.0,0.0185,31.0,0.0375,1
17.0,0.065,21.0,0.028,31.0,0.067,1
17.0,0.065,21.0,0.028,31.0,0.067,1
17.0,0.063,21.0,0.026,31.0,0.065,1
17.0,0.063,21.0,0.026,31.0,0.065,1
3.0,0.027,4.0,0.0097,5.0,0.126,2
3.0,0.028,4.0,0.01,5.0,0.131,2
3.0,0.0195,4.0,0.0098,5.0,0.093,2
3.0,0.0195,4.0,0.0098,5.0,0.093,2
3.0,0.0184,4.0,0.0106,5.0,0.082,2
3.0,0.0184,4.0,0.0106,5.0,0.082,2
3.0,0.0292,4.0,0.0173,5.0,0.099,2
3.0,0.0292,4.0,0.0173,5.0,0.099,2
21.0,0.153,55.0,0.21,31.0,0.082,1
21.0,0.153,55.0,0.21,31.0,0.082,1
21.0,0.157,55.0,0.206,31.0,0.08,1
21.0,0.157,55.0,0.206,31.0,0.08,1
21.0,0.16,55.0,0.21,31.0,0.082,1
21.0,0.16,55.0,0.21,31.0,0.082,1
3.0,0.017,4.0,0.008,5.0,0.065,2
3.0,0.017,4.0,0.008,5.0,0.065,2
3.0,0.018,4.0,0.009,5.0,0.07,2
3.0,0.018,4.0,0.009,5.0,0.07,2
3.0,0.0235,4.0,0.013,5.0,0.105,2
3.0,0.0235,4.0,0.013,5.0,0.105,2
3.0,0.0233,4.0,0.013,5.0,0.104,2
3.0,0.0233,4.0,0.013,5.0,0.104,2
3.0,0.024,4.0,0.016,5.0,0.1,2
3.0,0.024,4.0,0.016,5.0,0.1,2
17.0,0.0275,21.0,0.118,31.0,0.0265,1
17.0,0.0275,21.0,0.118,31.0,0.0265,1
3.0,0.0945,4.0,0.0895,5.0,0.139,2
3.0,0.0945,4.0,0.0895,5.0,0.139,2
17.0,0.0457,21.0,0.02,31.0,0.04,1
17.0,0.046,21.0,0.02,31.0,0.041,1
3.0,0.077,4.0,0.075,5.0,0.1,2
3.0,0.076,4.0,0.073,5.0,0.1,2
3.0,0.095,4.0,0.095,5.0,0.137,2
3.0,0.095,4.0,0.095,5.0,0.137,2
3.0,0.095,4.0,0.092,5.0,0.137,2
3.0,0.095,4.0,0.092,5.0,0.137,2
16.0,0.0256,21.0,0.027,31.0,0.0245,1
16.0,0.025,21.0,0.026,31.0,0.0247,1
16.0,0.022,21.0,0.022,31.0,0.02,1
16.0,0.022,21.0,0.022,31.0,0.02,1
16.0,0.022,21.0,0.0215,31.0,0.021,1
16.0,0.022,21.0,0.0215,31.0,0.021,1
66.0,0.125,33.0,0.047,71.0,0.0,1
66.0,0.125,33.0,0.047,71.0,0.0,1
33.0,0.039,66.0,0.152,71.0,0.0,1
33.0,0.039,66.0,0.152,71.0,0.0,1
33.0,0.04,66.0,0.154,71.0,0.0,1
33.0,0.04,66.0,0.154,71.0,0.0,1
33.0,0.039,66.0,0.153,71.0,0.0,1
33.0,0.039,66.0,0.153,71.0,0.0,1
33.0,0.06,66.0,0.14,71.0,0.0,1
33.0,0.062,66.0,0.143,71.0,0.0,1
16.0,0.035,21.0,0.0333,31.0,0.035,1
16.0,0.035,21.0,0.0333,31.0,0.035,1
16.0,0.0348,21.0,0.033,31.0,0.036,1
16.0,0.0348,21.0,0.033,31.0,0.036,1
16.0,0.0268,21.0,0.0285,31.0,0.0276,1
3.0,0.0027,4.0,0.0245,5.0,0.0626,2
3.0,0.0027,4.0,0.0245,5.0,0.0626,2
17.0,0.03,21.0,0.123,31.0,0.029,1
17.0,0.03,21.0,0.123,31.0,0.029,1
17.0,0.03,21.0,0.126,31.0,0.0295,1
17.0,0.03,21.0,0.126,31.0,0.0295,1
3.0,0.058,4.0,0.112,5.0,0.0455,2
3.0,0.058,4.0,0.112,5.0,0.0455,2
3.0,0.07,4.0,0.065,5.0,0.09,2
3.0,0.177,4.0,0.1145,5.0,0.109,2
3.0,0.12,4.0,0.079,5.0,0.0655,2
3.0,0.0633,4.0,0.06,5.0,0.079,2
3.0,0.0633,4.0,0.06,5.0,0.079,2
3.0,0.117,4.0,0.078,5.0,0.645,2
3.0,0.127,4.0,0.087,5.0,0.072,2
3.0,0.0138,4.0,0.024,5.0,0.0645,2
3.0,0.0126,4.0,0.0225,5.0,0.0625,2
3.0,0.013,4.0,0.023,5.0,0.0625,2
17.0,0.053,23.0,0.132,31.0,0.061,1
17.0,0.053,23.0,0.132,31.0,0.061,1
33.0,0.039,66.0,0.11,71.0,0.0,1
33.0,0.039,66.0,0.11,71.0,0.0,1
33.0,0.04,66.0,0.11,71.0,0.0,1
33.0,0.04,66.0,0.11,71.0,0.0,1
33.0,0.041,66.0,0.11,71.0,0.0,1
33.0,0.041,66.0,0.11,71.0,0.0,1
3.0,0.093,4.0,0.143,5.0,0.021,2
3.0,0.095,4.0,0.15,5.0,0.02,2
3.0,0.116,4.0,0.155,5.0,0.0245,2
16.0,0.032,23.0,0.09,31.0,0.01,1
3.0,0.108,4.0,0.155,5.0,0.022,2
3.0,0.11,4.0,0.152,5.0,0.021,2
3.0,0.112,4.0,0.147,5.0,0.026,2
3.0,0.115,4.0,0.146,5.0,0.024,2
3.0,0.1135,4.0,0.147,5.0,0.024,2
3.0,0.113,4.0,0.148,5.0,0.025,2
16.0,0.035,23.0,0.085,31.0,0.01,1
16.0,0.0347,23.0,0.086,31.0,0.01,1
16.0,0.035,23.0,0.085,31.0,0.01,1
16.0,0.035,23.0,0.08,31.0,0.01,1
3.0,0.1,4.0,0.154,5.0,0.023,2
3.0,0.097,4.0,0.158,5.0,0.023,2
3.0,0.113,4.0,0.15,5.0,0.024,2
3.0,0.1,4.0,0.1497,5.0,0.024,2
19.0,0.37,27.0,0.23,31.0,0.31,1
3.0,0.11,4.0,0.094,5.0,0.0558,2
3.0,0.106,4.0,0.094,5.0,0.0535,2
3.0,0.108,4.0,0.091,5.0,0.0545,2
3.0,0.107,4.0,0.0875,5.0,0.055,2
3.0,0.107,4.0,0.099,5.0,0.054,2
3.0,0.107,4.0,0.09,5.0,0.054,2
3.0,0.107,4.0,0.089,5.0,0.054,2
3.0,0.105,4.0,0.09,5.0,0.052,2
3.0,0.104,4.0,0.089,5.0,0.052,2
3.0,0.104,4.0,0.089,5.0,0.052,2
3.0,0.103,4.0,0.09,5.0,0.051,2
3.0,0.103,4.0,0.089,5.0,0.053,2
3.0,0.102,4.0,0.088,5.0,0.052,2
4.0,0.026,5.0,0.126,71.0,0.0,1
4.0,0.027,5.0,0.13,71.0,0.0,1
3.0,0.042,4.0,0.044,5.0,0.039,2
3.0,0.0392,4.0,0.0435,5.0,0.0384,2
3.0,0.0144,4.0,0.0086,12.0,0.055,2
3.0,0.0143,4.0,0.0086,5.0,0.055,2
66.0,0.032,71.0,0.0,71.0,0.0,1
66.0,0.05,71.0,0.0,71.0,0.0,1
66.0,0.031,16.0,0.003,71.0,0.0,1
66.0,0.03,16.0,0.005,71.0,0.0,1
66.0,0.032,16.0,0.002,71.0,0.0,1
66.0,0.0323,16.0,0.0015,71.0,0.0,1
66.0,0.03,16.0,0.005,71.0,0.0,1
66.0,0.033,16.0,0.005,71.0,0.0,1
66.0,0.031,16.0,0.002,71.0,0.0,1
66.0,0.0315,16.0,0.0023,71.0,0.0,1
16.0,0.0023,66.0,0.037,71.0,0.0,1
16.0,0.0022,66.0,0.0368,71.0,0.0,1
16.0,0.0024,66.0,0.037,71.0,0.0,1
16.0,0.0023,66.0,0.039,71.0,0.0,1
16.0,0.0024,66.0,0.039,71.0,0.0,1
16.0,0.0024,66.0,0.04,71.0,0.0,1
16.0,0.0024,66.0,0.04,71.0,0.0,1
16.0,0.0024,66.0,0.04,71.0,0.0,1
66.0,0.04,71.0,0.0,71.0,0.0,1
66.0,0.038,71.0,0.0,71.0,0.0,1
16.0,0.0025,66.0,0.033,71.0,0.0,1
16.0,0.0025,33.0,0.0755,66.0,0.033,1
33.0,0.16,55.0,0.43,71.0,0.0,1
33.0,0.1,55.0,0.5,71.0,0.0,1
33.0,0.12,55.0,0.51,71.0,0.0,1
33.0,0.185,55.0,0.38,71.0,0.0,1
33.0,0.23,25.0,0.23,55.0,0.178,1
33.0,0.185,55.0,0.57,71.0,0.0,1
33.0,0.186,55.0,0.565,71.0,0.0,1
33.0,0.184,55.0,0.568,71.0,0.0,1
17.0,0.05,23.0,0.026,31.0,0.034,1
17.0,0.06,23.0,0.028,31.0,0.04,1
17.0,0.059,23.0,0.0295,31.0,0.039,1
17.0,0.052,23.0,0.027,31.0,0.0354,1
17.0,0.052,23.0,0.0272,31.0,0.0358,1
17.0,0.052,23.0,0.027,31.0,0.0354,1
3.0,0.041,4.0,0.045,5.0,0.058,2
3.0,0.041,4.0,0.045,5.0,0.0593,2
17.0,0.056,23.0,0.01,31.0,0.05,1
17.0,0.055,23.0,0.01,31.0,0.051,1
17.0,0.0565,23.0,0.015,31.0,0.058,1
17.0,0.055,23.0,0.019,31.0,0.064,1
17.0,0.0495,23.0,0.0171,31.0,0.0576,1
17.0,0.0396,23.0,0.016,31.0,0.0495,1
17.0,0.04,23.0,0.016,31.0,0.0485,1
17.0,0.04,23.0,0.016,31.0,0.046,1
17.0,0.0395,23.0,0.017,31.0,0.045,1
17.0,0.038,23.0,0.0152,31.0,0.046,1
17.0,0.039,23.0,0.015,31.0,0.044,1
4.0,0.01,5.0,0.215,71.0,0.0,1
4.0,0.011,5.0,0.248,71.0,0.0,1
4.0,0.0097,5.0,0.215,71.0,0.0,1
4.0,0.0096,5.0,0.215,71.0,0.0,1
4.0,0.01,5.0,0.215,71.0,0.0,1
16.0,0.012,17.0,0.057,31.0,0.008,1
16.0,0.0122,17.0,0.059,31.0,0.0064,1
16.0,0.012,17.0,0.059,31.0,0.0065,1
19.0,0.184,27.0,0.196,31.0,0.029,1
19.0,0.19,27.0,0.225,31.0,0.029,1
16.0,0.0195,23.0,0.09,31.0,0.063,1
16.0,0.017,23.0,0.09,31.0,0.07,1
16.0,0.02,23.0,0.105,31.0,0.083,1
16.0,0.018,23.0,0.11,31.0,0.086,1
16.0,0.019,23.0,0.115,31.0,0.09,1
16.0,0.02,23.0,0.103,31.0,0.0875,1
16.0,0.02,23.0,0.1,31.0,0.0875,1
16.0,0.019,23.0,0.1,31.0,0.088,1
16.0,0.018,23.0,0.1,31.0,0.09,1
16.0,0.0181,23.0,0.1035,31.0,0.0909,1
16.0,0.0193,23.0,0.1,31.0,0.084,1
16.0,0.0194,23.0,0.1,31.0,0.0835,1
16.0,0.019,23.0,0.1,31.0,0.085,1
16.0,0.019,23.0,0.103,31.0,0.086,1
16.0,0.0188,23.0,0.104,31.0,0.084,1
16.0,0.0192,23.0,0.102,31.0,0.087,1
16.0,0.019,23.0,0.102,31.0,0.084,1
16.0,0.0192,23.0,0.101,31.0,0.085,1
