d1,c1,d2,c2,d3,c3,cluster
7.0,0.5,48.0,0.52,64.0,1.18,1
16.0,0.02,29.0,2.0,66.0,0.42,1
16.0,0.013,29.0,2.0,66.0,0.37,1
16.0,0.01,29.0,1.8,66.0,0.42,1
16.0,0.009,29.0,1.5,66.0,0.445,1
16.0,0.01,29.0,1.5,66.0,0.46,1
16.0,0.011,29.0,1.5,66.0,0.47,1
29.0,1.8,66.0,0.42,71.0,0.0,2
29.0,1.8,66.0,0.4,71.0,0.0,2
16.0,0.01,29.0,1.79,66.0,0.38,1
16.0,0.005,29.0,2.0,66.0,0.4,1
16.0,0.014,29.0,2.0,66.0,0.56,1
16.0,0.013,29.0,1.8,66.0,0.56,1
16.0,0.012,29.0,1.7,66.0,0.57,1
16.0,0.014,29.0,2.0,66.0,0.4,1
16.0,0.014,29.0,2.0,66.0,0.42,1
16.0,0.008,29.0,2.2,66.0,0.37,1
16.0,0.007,29.0,2.2,66.0,0.36,1
16.0,0.008,29.0,2.3,66.0,0.35,1
16.0,0.005,29.0,2.2,66.0,0.34,1
66.0,0.21,60.0,0.77,71.0,0.0,2
66.0,0.16,60.0,0.92,71.0,0.0,2
66.0,0.18,60.0,0.89,71.0,0.0,2
66.0,0.18,69.0,0.93,71.0,0.0,2
66.0,0.185,69.0,0.95,71.0,0.0,2
66.0,0.2,69.0,0.95,71.0,0.0,2
66.0,0.202,69.0,0.965,71.0,0.0,2
16.0,0.078,29.0,1.15,71.0,0.0,1
16.0,0.078,29.0,1.191,71.0,0.0,1
16.0,0.08,29.0,1.2,71.0,0.0,1
16.0,0.072,29.0,1.21,71.0,0.0,1
16.0,0.0718,29.0,1.2,71.0,0.0,1
16.0,0.072,29.0,1.213,71.0,0.0,1
32.0,0.21,69.0,3.0,29.0,0.43,2
16.0,0.0011,29.0,1.144,66.0,0.339,1
16.0,0.0009,29.0,1.13,66.0,0.35,1
16.0,0.001,29.0,1.15,66.0,0.32,1
16.0,0.001,29.0,1.15,66.0,0.33,1
16.0,0.0009,29.0,1.15,66.0,0.335,1
16.0,0.008,29.0,1.15,66.0,0.338,1
16.0,0.007,29.0,1.15,66.0,0.335,1
16.0,0.007,29.0,1.15,66.0,0.35,1
29.0,1.25,66.0,0.31,71.0,0.0,2
29.0,1.2,66.0,0.31,71.0,0.0,2
29.0,1.19,66.0,0.3,71.0,0.0,2
29.0,1.0,66.0,0.34,71.0,0.0,2
29.0,1.0,66.0,0.33,71.0,0.0,2
29.0,1.08,66.0,0.34,71.0,0.0,2
