d1,c1,d2,c2,d3,c3,cluster
32.0,0.0545,54.0,0.154,71.0,0.0,2
32.0,0.054,54.0,0.1545,71.0,0.0,2
32.0,0.054,54.0,0.154,71.0,0.0,2
3.0,0.13,4.0,0.203,71.0,0.0,2
42.0,0.135,54.0,0.33,71.0,0.0,2
42.0,0.135,54.0,0.287,71.0,0.0,2
42.0,0.132,54.0,0.292,71.0,0.0,2
42.0,0.18,54.0,0.475,71.0,0.0,2
42.0,0.18,54.0,0.475,71.0,0.0,2
16.0,0.0097,32.0,0.378,71.0,0.0,2
16.0,0.0097,32.0,0.378,71.0,0.0,2
16.0,0.01,32.0,0.387,71.0,0.0,2
16.0,0.01,32.0,0.387,71.0,0.0,2
16.0,0.01,21.0,0.052,54.0,0.085,1
16.0,0.01,21.0,0.052,54.0,0.085,1
16.0,0.01,21.0,0.052,54.0,0.085,1
16.0,0.01,21.0,0.052,54.0,0.085,1
32.0,0.9,17.0,0.13,31.0,0.004,1
32.0,0.9,17.0,0.13,31.0,0.004,1
32.0,0.9,17.0,0.138,31.0,0.004,1
32.0,0.9,17.0,0.138,31.0,0.004,1
32.0,0.923,17.0,0.142,31.0,0.004,1
32.0,0.923,17.0,0.142,31.0,0.004,1
16.0,0.056,17.0,0.068,31.0,0.0043,1
16.0,0.056,17.0,0.068,31.0,0.0043,1
16.0,0.055,17.0,0.0665,31.0,0.004,1
16.0,0.055,17.0,0.0665,31.0,0.004,1
32.0,0.45,42.0,0.267,31.0,0.0043,1
32.0,0.45,42.0,0.267,31.0,0.0043,1
32.0,0.453,42.0,0.28,31.0,0.0042,1
32.0,0.453,42.0,0.28,31.0,0.0042,1
16.0,0.129,28.0,0.153,31.0,0.0152,1
16.0,0.0995,28.0,0.128,31.0,0.0086,1
16.0,0.0507,17.0,0.268,31.0,0.0163,1
16.0,0.435,17.0,0.25,31.0,0.0155,1
16.0,0.176,29.0,0.0008,71.0,0.0,2
16.0,0.18,29.0,0.001,71.0,0.0,2
16.0,0.039,17.0,0.339,31.0,0.02,1
16.0,0.0435,17.0,0.3,31.0,0.019,1
32.0,1.864,42.0,0.136,31.0,0.0156,1
32.0,1.864,42.0,0.136,31.0,0.0156,1
32.0,0.275,29.0,0.031,71.0,0.0,2
32.0,0.255,29.0,0.036,71.0,0.0,2
32.0,0.25,29.0,0.038,71.0,0.0,2
32.0,0.253,42.0,0.0145,29.0,0.0378,1
3.0,0.107,4.0,0.088,5.0,0.0545,1
6.0,0.43,23.0,0.154,31.0,0.0225,1
6.0,0.44,23.0,0.155,31.0,0.0225,1
6.0,0.463,23.0,0.138,31.0,0.021,1
6.0,0.442,23.0,0.138,31.0,0.0218,1
6.0,0.44,23.0,0.138,31.0,0.0217,1
31.0,0.0223,6.0,0.441,23.0,0.1383,1
32.0,0.45,23.0,0.144,31.0,0.021,1
32.0,0.44,23.0,0.14,31.0,0.021,1
32.0,0.435,23.0,0.14,31.0,0.022,1
32.0,0.44,23.0,0.144,31.0,0.023,1
32.0,0.45,23.0,0.17,31.0,0.03,1
32.0,0.423,23.0,0.16,31.0,0.022,1
32.0,0.45,17.0,0.014,42.0,0.232,1
32.0,0.459,17.0,0.015,42.0,0.225,1
32.0,0.47,17.0,0.016,42.0,0.22,1
32.0,0.459,17.0,0.0166,42.0,0.2,1
32.0,0.47,17.0,0.015,42.0,0.2,1
32.0,0.44,17.0,0.017,42.0,0.215,1
32.0,0.455,17.0,0.01,42.0,0.22,1
32.0,0.455,17.0,0.0095,42.0,0.21,1
32.0,0.458,17.0,0.009,42.0,0.23,1
32.0,0.465,17.0,0.013,42.0,0.21,1
32.0,0.51,17.0,0.015,42.0,0.2,1
32.0,0.48,17.0,0.0176,42.0,0.215,1
32.0,0.5,17.0,0.01,42.0,0.24,1
32.0,0.52,17.0,0.011,42.0,0.28,1
32.0,0.7,7.0,0.265,31.0,0.0062,1
32.0,0.7,7.0,0.265,31.0,0.0062,1
32.0,0.715,34.0,0.27,31.0,0.007,1
32.0,0.715,34.0,0.27,31.0,0.007,1
32.0,0.71,34.0,0.275,31.0,0.0069,1
32.0,0.71,34.0,0.275,31.0,0.0069,1
32.0,0.715,34.0,0.28,31.0,0.0068,1
32.0,0.715,34.0,0.28,31.0,0.0068,1
32.0,0.717,34.0,0.278,31.0,0.0069,1
32.0,0.717,34.0,0.278,31.0,0.0069,1
32.0,0.74,34.0,0.286,31.0,0.0069,1
32.0,0.74,34.0,0.286,31.0,0.0069,1
32.0,0.75,34.0,0.25,31.0,0.0065,1
32.0,0.75,34.0,0.25,31.0,0.0065,1
32.0,0.73,34.0,0.265,31.0,0.0067,1
32.0,0.73,34.0,0.265,31.0,0.0067,1
32.0,0.71,34.0,0.28,31.0,0.0065,1
32.0,0.71,34.0,0.28,31.0,0.0065,1
32.0,0.735,34.0,0.28,31.0,0.007,1
32.0,0.735,34.0,0.28,31.0,0.007,1
32.0,0.75,34.0,0.265,31.0,0.0065,1
32.0,0.75,34.0,0.265,31.0,0.0065,1
32.0,0.73,34.0,0.275,31.0,0.0067,1
32.0,0.73,34.0,0.275,31.0,0.0067,1
