d1,c1,d2,c2,d3,c3,cluster
55.0,0.152,66.0,0.48,71.0,0.0,1
17.0,0.022,21.0,0.11,31.0,0.264,2
17.0,0.021,21.0,0.106,31.0,0.26,2
55.0,0.165,66.0,0.76,71.0,0.0,1
55.0,0.166,66.0,0.78,71.0,0.0,1
19.0,0.02,27.0,0.18,59.0,0.395,2
19.0,0.02,27.0,0.18,59.0,0.395,2
19.0,0.02,27.0,0.173,59.0,0.39,2
19.0,0.02,27.0,0.173,59.0,0.39,2
19.0,0.0435,27.0,0.207,59.0,0.462,2
19.0,0.0435,27.0,0.207,59.0,0.462,2
19.0,0.044,27.0,0.205,59.0,0.46,2
19.0,0.044,27.0,0.205,59.0,0.46,2
19.0,0.036,27.0,0.175,59.0,0.545,2
19.0,0.036,27.0,0.175,59.0,0.545,2
55.0,0.06,66.0,1.14,71.0,0.0,1
55.0,0.057,66.0,1.13,71.0,0.0,1
21.0,0.047,55.0,0.45,59.0,0.73,2
21.0,0.047,55.0,0.45,59.0,0.73,2
16.0,0.0078,21.0,0.0395,58.0,1.935,2
16.0,0.0078,21.0,0.0395,58.0,1.935,2
23.0,0.113,55.0,0.47,59.0,0.67,2
15.0,0.12,55.0,0.509,59.0,0.62,2
23.0,0.121,55.0,0.504,59.0,0.677,2
23.0,0.107,55.0,0.525,59.0,0.65,2
23.0,0.107,55.0,0.51,59.0,0.65,2
23.0,0.107,55.0,0.509,59.0,0.65,2
23.0,0.119,55.0,0.47,59.0,0.66,2
23.0,0.12,55.0,0.465,59.0,0.663,2
23.0,0.1236,55.0,0.465,59.0,0.683,2
23.0,0.126,55.0,0.47,59.0,0.66,2
23.0,0.127,55.0,0.475,59.0,0.66,2
23.0,0.128,55.0,0.45,59.0,0.683,2
58.0,0.85,66.0,0.417,55.0,0.1,1
58.0,0.85,66.0,0.417,55.0,0.1,1
55.0,0.11,58.0,0.825,66.0,0.445,1
58.0,0.85,66.0,0.443,55.0,0.113,1
58.0,0.84,66.0,0.44,55.0,0.113,1
58.0,0.79,66.0,0.43,55.0,0.12,1
58.0,0.82,66.0,0.443,55.0,0.113,1
58.0,0.83,66.0,0.445,55.0,0.105,1
16.0,0.012,55.0,0.07,66.0,0.787,2
55.0,0.22,58.0,0.9,66.0,0.3,1
16.0,0.01,55.0,0.09,66.0,0.83,2
55.0,0.265,58.0,0.8,66.0,0.36,1
16.0,0.0097,55.0,0.108,66.0,0.95,2
66.0,0.97,16.0,0.0096,55.0,0.1,1
16.0,0.0096,55.0,0.1075,66.0,0.96,2
16.0,0.0095,55.0,0.1076,66.0,0.978,2
16.0,0.0095,55.0,0.1078,66.0,0.966,2
16.0,0.0094,55.0,0.105,66.0,0.978,2
16.0,0.0093,55.0,0.103,66.0,0.978,2
16.0,0.008,55.0,0.105,66.0,0.977,2
16.0,0.0084,55.0,0.098,66.0,0.978,2
16.0,0.0085,55.0,0.097,66.0,0.976,2
16.0,0.0085,55.0,0.096,66.0,0.976,2
16.0,0.0085,55.0,0.082,66.0,0.976,2
16.0,0.0097,55.0,0.108,66.0,0.965,2
16.0,0.01,55.0,0.075,66.0,0.968,2
16.0,0.0036,55.0,0.135,66.0,0.4815,2
16.0,0.0032,55.0,0.13,66.0,0.48,2
16.0,0.0031,55.0,0.139,66.0,0.48,2
16.0,0.003,55.0,0.14,66.0,0.52,2
16.0,0.0024,55.0,0.14,66.0,0.54,2
16.0,0.002,55.0,0.138,66.0,0.52,2
16.0,0.0029,55.0,0.14,66.0,0.51,2
16.0,0.0023,55.0,0.138,66.0,0.49,2
16.0,0.002,55.0,0.145,66.0,0.5,2
16.0,0.002,55.0,0.143,66.0,0.498,2
16.0,0.008,66.0,0.49,58.0,0.7,2
16.0,0.011,66.0,0.7,58.0,0.68,2
16.0,0.01,66.0,0.72,58.0,0.66,2
16.0,0.015,66.0,0.7,58.0,0.63,2
16.0,0.017,66.0,0.68,58.0,0.6,2
16.0,0.02,66.0,0.65,58.0,0.58,2
16.0,0.024,66.0,0.63,58.0,0.52,2
16.0,0.021,66.0,0.67,58.0,0.55,2
16.0,0.02,66.0,0.67,58.0,0.58,2
16.0,0.024,66.0,0.68,58.0,0.595,2
16.0,0.025,66.0,0.68,58.0,0.59,2
16.0,0.026,66.0,0.68,58.0,0.58,2
16.0,0.042,48.0,0.88,58.0,1.27,2
16.0,0.013,27.0,0.077,58.0,0.63,2
16.0,0.026,27.0,0.07,66.0,0.323,2
16.0,0.03,27.0,0.09,66.0,0.323,2
16.0,0.03,27.0,0.075,58.0,0.63,2
16.0,0.042,27.0,0.126,66.0,0.344,2
55.0,0.116,66.0,1.32,71.0,0.0,1
55.0,0.12,66.0,1.35,71.0,0.0,1
55.0,0.12,66.0,1.45,71.0,0.0,1
55.0,0.12,66.0,1.48,71.0,0.0,1
55.0,0.132,66.0,1.5,71.0,0.0,1
55.0,0.12,66.0,1.56,71.0,0.0,1
58.0,1.0,66.0,0.35,71.0,0.0,1
58.0,0.5,66.0,0.75,71.0,0.0,1
16.0,0.013,23.0,0.085,58.0,1.248,2
16.0,0.015,23.0,0.1,58.0,1.05,2
16.0,0.017,23.0,0.1,58.0,1.0,2
58.0,2.14,66.0,0.081,55.0,0.21,1
