d1,c1,d2,c2,d3,c3,cluster
42.0,0.99,50.0,2.76,52.0,0.225,2
42.0,0.99,50.0,2.76,52.0,0.225,2
31.0,0.0145,25.0,0.46,47.0,0.865,1
31.0,0.015,25.0,0.435,47.0,0.88,1
31.0,0.009,25.0,0.29,47.0,0.727,1
48.0,0.4,71.0,0.0,71.0,0.0,2
42.0,2.1,54.0,0.85,27.0,0.52,2
42.0,2.3,54.0,0.9,27.0,0.55,2
42.0,2.3,54.0,0.9,27.0,0.1,2
42.0,2.4,54.0,0.85,27.0,0.095,2
42.0,2.48,54.0,0.92,27.0,0.085,2
42.0,2.6,54.0,0.92,27.0,0.15,2
42.0,2.7,54.0,0.88,27.0,0.2,2
42.0,2.65,54.0,0.88,27.0,0.09,2
42.0,2.72,54.0,0.8,27.0,0.095,2
42.0,2.88,54.0,0.86,27.0,0.16,2
16.0,0.005,7.0,2.9,71.0,0.0,1
16.0,0.0035,8.0,2.89,71.0,0.0,1
16.0,0.0038,8.0,2.9,71.0,0.0,1
16.0,0.003,8.0,2.9,71.0,0.0,1
16.0,0.0032,8.0,2.89,71.0,0.0,1
16.0,0.003,8.0,2.9,71.0,0.0,1
16.0,0.0027,8.0,2.95,52.0,0.108,1
16.0,0.0032,8.0,2.9,52.0,0.115,1
16.0,0.0027,8.0,2.95,52.0,0.12,1
16.0,0.0032,8.0,2.9,71.0,0.0,1
16.0,0.0029,8.0,2.95,71.0,0.0,1
32.0,0.93,42.0,0.64,52.0,0.45,2
32.0,0.92,42.0,0.71,52.0,0.425,2
32.0,0.97,42.0,0.62,52.0,0.42,2
32.0,1.0,42.0,0.615,52.0,0.41,2
16.0,0.004,7.0,2.8,71.0,0.0,1
7.0,2.7,52.0,0.15,71.0,0.0,1
7.0,2.6,52.0,0.16,71.0,0.0,1
7.0,2.62,52.0,0.165,71.0,0.0,1
32.0,2.2,42.0,0.12,52.0,0.45,2
32.0,1.85,42.0,0.155,52.0,0.47,2
32.0,1.7,42.0,0.16,52.0,0.475,2
32.0,1.6,42.0,0.254,52.0,0.482,2
7.0,2.63,52.0,0.17,71.0,0.0,1
32.0,1.3,42.0,0.35,52.0,0.47,2
32.0,1.27,42.0,0.405,52.0,0.46,2
7.0,2.655,52.0,0.177,71.0,0.0,1
7.0,2.663,52.0,0.183,71.0,0.0,1
32.0,1.25,42.0,0.65,52.0,0.43,2
7.0,2.665,52.0,0.185,71.0,0.0,1
32.0,1.3,42.0,0.63,52.0,0.425,2
7.0,2.7,52.0,0.188,71.0,0.0,1
52.0,0.425,32.0,1.28,42.0,0.625,2
32.0,1.28,42.0,0.62,52.0,0.43,2
32.0,1.326,42.0,0.649,52.0,0.438,2
7.0,2.72,52.0,0.188,71.0,0.0,1
32.0,1.25,42.0,0.68,52.0,0.42,2
32.0,1.1,42.0,0.65,52.0,0.45,2
32.0,1.1,42.0,0.68,52.0,0.45,2
32.0,1.1,42.0,0.69,52.0,0.45,2
32.0,1.08,42.0,0.69,52.0,0.453,2
32.0,1.1,42.0,0.69,52.0,0.456,2
32.0,1.09,42.0,0.697,52.0,0.4575,2
32.0,1.096,42.0,0.7,52.0,0.4628,2
32.0,1.14,42.0,0.64,52.0,0.48,2
32.0,1.13,42.0,0.63,52.0,0.488,2
32.0,1.15,42.0,0.65,52.0,0.45,2
32.0,1.18,42.0,0.7,52.0,0.465,2
32.0,1.2,42.0,0.65,52.0,0.488,2
32.0,1.2,42.0,0.68,52.0,0.48,2
32.0,1.2,42.0,0.7,52.0,0.472,2
32.0,1.215,42.0,0.77,52.0,0.43,2
32.0,1.18,42.0,0.735,52.0,0.47,2
32.0,1.12,42.0,0.7,52.0,0.49,2
32.0,1.07,42.0,0.7,52.0,0.51,2
32.0,1.145,42.0,0.67,52.0,0.49,2
32.0,1.145,42.0,0.67,52.0,0.49,2
42.0,1.29,50.0,0.95,71.0,0.0,2
7.0,2.64,52.0,0.175,71.0,0.0,1
7.0,2.64,52.0,0.175,71.0,0.0,1
32.0,1.18,42.0,0.58,52.0,0.475,2
32.0,1.18,42.0,0.58,52.0,0.475,2
32.0,0.8,42.0,0.455,52.0,0.38,2
32.0,0.8,42.0,0.455,52.0,0.38,2
32.0,0.8,42.0,0.455,45.0,0.38,2
32.0,1.2,42.0,0.594,52.0,0.47,2
32.0,1.144,42.0,0.572,52.0,0.47,2
32.0,0.7,42.0,0.56,52.0,0.37,2
32.0,1.12,44.0,0.62,50.0,0.94,2
32.0,1.16,44.0,0.62,50.0,0.95,2
32.0,1.21,44.0,0.626,50.0,1.0,2
32.0,1.218,44.0,0.63,50.0,1.03,2
32.0,1.2,44.0,0.6,50.0,0.95,2
32.0,1.155,44.0,0.63,50.0,0.93,2
32.0,1.41,54.0,0.673,52.0,0.402,2
32.0,1.18,44.0,0.6,50.0,0.92,2
32.0,1.185,44.0,0.595,50.0,0.933,2
32.0,1.35,54.0,0.75,52.0,0.2,2
32.0,1.187,44.0,0.605,50.0,0.934,2
52.0,0.18,42.0,0.54,50.0,3.0,2
42.0,0.53,50.0,3.0,52.0,0.2,2
42.0,0.56,50.0,3.0,52.0,0.17,2
42.0,0.54,50.0,3.2,71.0,0.0,2
42.0,0.55,50.0,3.2,71.0,0.0,2
42.0,0.57,50.0,3.3,71.0,0.0,2
42.0,0.57,50.0,3.25,71.0,0.0,2
42.0,0.57,50.0,3.15,52.0,0.094,2
42.0,0.57,50.0,3.2,52.0,0.096,2
42.0,0.59,50.0,3.2,52.0,0.094,2
42.0,0.51,50.0,2.74,46.0,0.74,2
42.0,0.608,50.0,3.25,71.0,0.0,2
42.0,0.6,50.0,3.24,71.0,0.0,2
42.0,0.605,50.0,3.18,71.0,0.0,2
42.0,0.535,50.0,2.7,46.0,0.777,2
42.0,0.638,50.0,3.0,52.0,0.12,2
42.0,0.666,50.0,3.2,71.0,0.0,2
42.0,0.65,50.0,3.0,52.0,0.128,2
42.0,0.63,50.0,3.3,71.0,0.0,2
42.0,0.625,50.0,3.37,71.0,0.0,2
42.0,0.5,50.0,2.68,71.0,0.0,2
42.0,0.54,50.0,2.68,46.0,0.78,2
42.0,0.63,50.0,3.36,71.0,0.0,2
42.0,0.55,50.0,2.7,71.0,0.0,2
42.0,0.6,50.0,2.7,71.0,0.0,2
42.0,0.629,50.0,3.35,52.0,0.07,2
14.0,0.147,42.0,0.485,54.0,0.7,1
14.0,0.163,42.0,0.46,54.0,0.73,1
14.0,0.18,42.0,0.43,54.0,0.75,1
14.0,0.18,42.0,0.46,54.0,0.705,1
14.0,0.2,42.0,0.47,54.0,0.68,1
14.0,0.11,42.0,0.54,54.0,0.63,1
42.0,0.775,54.0,0.444,71.0,0.0,2
20.0,0.15,42.0,0.77,54.0,0.365,1
20.0,0.18,42.0,0.85,54.0,0.42,1
20.0,0.2,42.0,0.9,54.0,0.43,1
20.0,0.19,42.0,0.9,54.0,0.41,1
42.0,0.48,54.0,0.7,14.0,0.147,2
20.0,0.2,42.0,0.9,54.0,0.4,1
20.0,0.2,42.0,0.9,54.0,0.4,1
20.0,0.15,42.0,0.88,54.0,0.4,1
14.0,0.147,42.0,0.485,54.0,0.7,1
14.0,0.148,42.0,0.49,54.0,0.71,1
32.0,0.85,54.0,2.0,31.0,0.011,2
32.0,1.22,44.0,0.67,50.0,1.06,2
32.0,0.875,54.0,2.06,31.0,0.0113,2
32.0,1.273,44.0,0.697,50.0,1.11,2
32.0,0.875,54.0,2.15,31.0,0.0125,2
42.0,1.165,54.0,0.705,71.0,0.0,2
42.0,1.165,54.0,0.71,71.0,0.0,2
42.0,1.17,54.0,0.72,71.0,0.0,2
42.0,1.3,50.0,0.95,71.0,0.0,2
42.0,1.29,50.0,0.95,71.0,0.0,2
42.0,1.26,50.0,0.955,71.0,0.0,2
42.0,1.27,50.0,0.957,71.0,0.0,2
42.0,1.275,50.0,0.957,71.0,0.0,2
42.0,1.28,50.0,0.96,71.0,0.0,2
42.0,1.29,50.0,0.953,71.0,0.0,2
42.0,1.295,50.0,0.936,71.0,0.0,2
42.0,1.295,50.0,0.942,71.0,0.0,2
42.0,1.293,50.0,0.94,71.0,0.0,2
42.0,1.29,50.0,0.93,71.0,0.0,2
32.0,1.75,8.0,0.66,52.0,0.5,1
32.0,1.76,8.0,0.69,52.0,0.5,1
32.0,1.78,8.0,0.7,52.0,0.51,1
32.0,1.8,8.0,0.76,52.0,0.52,1
32.0,1.81,8.0,0.78,52.0,0.53,1
32.0,1.81,8.0,0.78,52.0,0.51,1
32.0,1.85,8.0,0.77,52.0,0.5,1
32.0,1.86,8.0,0.76,52.0,0.48,1
32.0,1.93,8.0,0.75,52.0,0.456,1
32.0,1.98,8.0,0.77,52.0,0.47,1
32.0,1.854,8.0,0.762,52.0,0.515,1
16.0,0.018,34.0,2.56,71.0,0.0,1
16.0,0.01,34.0,2.7,52.0,0.14,1
16.0,0.012,34.0,2.7,71.0,0.0,1
16.0,0.015,34.0,2.7,71.0,0.0,1
16.0,0.01,34.0,2.67,71.0,0.0,1
16.0,0.015,34.0,2.6,52.0,0.19,1
16.0,0.015,34.0,2.7,52.0,0.22,1
16.0,0.02,34.0,2.7,52.0,0.25,1
16.0,0.0157,34.0,2.835,52.0,0.231,1
16.0,0.0157,34.0,2.73,71.0,0.0,1
16.0,0.0152,34.0,2.75,71.0,0.0,1
16.0,0.017,34.0,2.59,71.0,0.0,1
16.0,0.017,34.0,2.5,71.0,0.0,1
16.0,0.017,34.0,2.34,52.0,0.206,1
16.0,0.0175,34.0,2.45,52.0,0.212,1
16.0,0.025,34.0,2.5,52.0,0.21,1
16.0,0.0196,34.0,2.6,71.0,0.0,1
14.0,0.142,42.0,0.63,54.0,0.73,1
42.0,1.12,54.0,0.7,71.0,0.0,2
16.0,0.033,34.0,2.2,71.0,0.0,1
16.0,0.036,34.0,2.4,71.0,0.0,1
16.0,0.036,34.0,2.42,71.0,0.0,1
16.0,0.043,34.0,2.42,71.0,0.0,1
16.0,0.047,34.0,2.42,71.0,0.0,1
16.0,0.048,34.0,2.4,52.0,0.21,1
16.0,0.05,34.0,2.38,52.0,0.22,1
16.0,0.0788,34.0,2.313,71.0,0.0,1
16.0,0.1226,34.0,2.273,71.0,0.0,1
16.0,0.1965,34.0,2.295,71.0,0.0,1
32.0,1.59,8.0,0.9,52.0,0.448,1
32.0,1.6,8.0,0.895,52.0,0.449,1
32.0,1.65,8.0,0.8,52.0,0.465,1
32.0,1.7,8.0,0.8,52.0,0.465,1
32.0,1.84,8.0,0.715,52.0,0.475,1
32.0,1.845,8.0,0.71,52.0,0.478,1
32.0,1.87,8.0,0.717,52.0,0.48,1
42.0,0.62,50.0,2.8,52.0,0.133,2
42.0,0.61,50.0,2.9,52.0,0.11,2
42.0,0.63,50.0,2.85,52.0,0.115,2
42.0,0.64,50.0,2.8,52.0,0.117,2
42.0,0.64,50.0,2.85,52.0,0.113,2
42.0,0.65,50.0,2.88,52.0,0.11,2
42.0,0.7,50.0,2.88,52.0,0.09,2
42.0,0.7,50.0,3.0,52.0,0.1,2
42.0,0.71,50.0,2.95,52.0,0.105,2
42.0,0.7,50.0,2.9,52.0,0.1,2
42.0,0.72,50.0,2.9,52.0,0.1,2
42.0,0.73,50.0,2.9,52.0,0.095,2
42.0,0.75,50.0,2.95,52.0,0.082,2
42.0,1.03,50.0,2.5,71.0,0.0,2
42.0,1.08,50.0,2.625,71.0,0.0,2
42.0,1.1,50.0,2.7,71.0,0.0,2
42.0,1.28,50.0,2.95,71.0,0.0,2
42.0,1.31,50.0,3.0,71.0,0.0,2
42.0,1.216,50.0,3.0,71.0,0.0,2
42.0,1.244,50.0,3.0,71.0,0.0,2
42.0,1.285,50.0,3.0,71.0,0.0,2
42.0,1.29,50.0,3.0,71.0,0.0,2
42.0,1.29,50.0,3.0,71.0,0.0,2
42.0,1.295,50.0,3.0,71.0,0.0,2
42.0,1.17,50.0,3.0,52.0,0.026,2
47.0,1.66,52.0,1.08,46.0,0.95,2
46.0,0.855,47.0,1.494,52.0,0.972,2
46.0,0.85,47.0,1.568,52.0,1.02,2
46.0,0.78,47.0,1.57,52.0,0.84,2
46.0,0.76,47.0,1.58,52.0,0.85,2
46.0,0.55,52.0,0.17,54.0,1.2,2
46.0,0.58,52.0,0.16,54.0,1.1,2
46.0,0.58,52.0,0.17,54.0,1.2,2
46.0,0.6,52.0,0.165,54.0,1.2,2
46.0,0.65,52.0,0.165,54.0,1.2,2
46.0,0.7,52.0,0.16,54.0,1.2,2
46.0,0.75,52.0,0.15,54.0,1.2,2
46.0,0.76,52.0,0.16,54.0,1.22,2
46.0,0.77,52.0,0.155,54.0,1.2,2
46.0,0.75,52.0,0.152,54.0,1.25,2
46.0,0.85,52.0,0.15,54.0,1.2,2
46.0,1.0,52.0,0.15,54.0,1.0,2
46.0,1.0,52.0,0.17,54.0,1.16,2
46.0,1.05,52.0,0.17,54.0,1.16,2
46.0,1.1,52.0,0.165,54.0,1.18,2
8.0,1.08,52.0,0.36,31.0,0.01,2
8.0,1.0,52.0,0.35,31.0,0.01,2
8.0,0.9,52.0,0.315,31.0,0.009,2
8.0,0.85,52.0,0.31,31.0,0.01,2
8.0,0.81,52.0,0.284,31.0,0.01,2
8.0,0.765,52.0,0.279,31.0,0.01,2
8.0,0.63,52.0,0.3,31.0,0.009,2
8.0,0.6,52.0,0.29,31.0,0.0085,2
32.0,0.33,50.0,2.15,54.0,0.15,2
32.0,0.308,50.0,2.33,54.0,0.135,2
32.0,0.35,50.0,2.05,54.0,0.2,2
32.0,0.33,50.0,2.0,54.0,0.22,2
32.0,0.32,50.0,2.0,54.0,0.25,2
32.0,0.34,50.0,2.1,54.0,0.23,2
32.0,0.3,50.0,2.1,54.0,0.27,2
32.0,0.34,50.0,2.0,54.0,0.24,2
32.0,0.34,50.0,2.05,54.0,0.25,2
8.0,0.72,50.0,2.55,47.0,0.26,1
8.0,0.75,50.0,2.5,47.0,0.3,1
42.0,0.97,50.0,2.33,52.0,0.76,2
42.0,1.0,50.0,2.33,52.0,0.74,2
42.0,1.03,50.0,2.3,52.0,0.72,2
42.0,1.2,50.0,3.0,52.0,0.8,2
42.0,1.2,50.0,2.6,52.0,0.75,2
42.0,0.84,50.0,2.8,52.0,0.48,2
42.0,0.85,50.0,2.75,52.0,0.475,2
42.0,1.0,50.0,2.95,52.0,0.45,2
42.0,1.1,50.0,2.95,52.0,0.45,2
